,postUrl,commentCount,likeCount,description,labels,labels_str,likes_normalized,comments_normalized,engagement_score,engagement,tokens,topic0,topic1,topic2,topic3,topic4
0,https://www.instagram.com/p/CbzXkYBsSZ0/,0,12,"Happy 1st April! This means that… Our Virtual Flag Day 2022 is here! (And no, it’s not an April Fool’s joke 👻)
 
For the last 70 years, many of you have helped Singapore Children’s Society make a difference to the lives of our beneficiaries, and we can’t thank you enough.
Every donation you make will help us reach out to those in need, and enable our professional staff at our service centres islandwide to continue providing care and support to our beneficiaries.
 
Please continue to support our cause &amp; drop an e-token of love this Virtual Flag Day!
Be a part of the reason why their bucket is full of hope today 😊
 
Donate &amp; find out more through the link in our bio: @sgchildrensoc 
 
#flagday2022 #fundraising #charity #givingback #donatetoday","['Text', 'Letter']",text letter,0.022641509433962263,0.0,0.009056603773584906,0,"['text', 'letter']",0.100000136,0.10000015,0.10145357,0.10000066,0.5985455
1,https://www.instagram.com/p/CbhK4IQKwcd/,1,36,"👀 Take a peep into #adayinthelife of a youth worker as Ms Izyan from @jyc_at_scs takes us through her day! It was also a special one as our youth members were recording their performances for our recent 1000 Enterprises for Children-in-Need and 1000 Philanthropists Appreciation Event. Opportunities like this engages our youth meaningfully, develops their strengths and builds their self-confidence.
 
Watch till the end for a mini surprise! (Hint: TikTok dances 👯)
 
#adayinmylife #youthwork #youthworker #sgchildrensoc","['Person', 'Human', 'Shoe', 'Footwear', 'Clothing', 'Apparel', 'Suit', 'Coat', 'Overcoat', 'Crowd', 'Fashion']",person human shoe footwear clothing apparel suit coat overcoat crowd fashion,0.06792452830188679,0.03333333333333333,0.04716981132075472,1,"['person', 'human', 'shoe', 'footwear', 'clothing', 'apparel', 'suit', 'coat', 'overcoat', 'crowd', 'fashion']",0.14998588,0.36187124,0.025000384,0.43814188,0.025000583
2,https://www.instagram.com/p/CbeksJWrCPZ/,0,46,"Singapore Children’s Society held the 1000 Enterprises for Children-in-Need (1000E) &amp; 1000 Philanthropists (1000P) Appreciation Event 2022 yesterday at PARKROYAL on Beach Road ✨ This event allows us to recognise the generous enterprises &amp; philanthropists who supported the programmes in 2021.
 
It was our honour to have Senior Minister and Coordinating Minister for National Security, Mr Teo Chee Hean, who is the Patron for the 1000E and 1000P programmes as our Guest-of-Honour. SM Teo presented certificates to 40 donors who attended the event onsite.
 
We are truly grateful for the support we’ve received in helping us further our mission of bringing relief and happiness to children in need 😊
 
To join the programmes &amp; find out more, visit: 
https://www.1000e.org.sg/ (#linkinbio @sgchildrensoc)
https://www.1000p.org.sg/ (#linkinbio @sgchildrensoc)
 
#fundraising #charity #givingback #donatetoday","['Audience', 'Crowd', 'Person', 'Human', 'Suit', 'Coat', 'Overcoat', 'Clothing', 'Apparel', 'Speech', 'Lecture']",audience crowd person human suit coat overcoat clothing apparel speech lecture,0.08679245283018867,0.0,0.03471698113207547,1,"['audience', 'crowd', 'person', 'human', 'suit', 'coat', 'overcoat', 'clothing', 'apparel', 'speech', 'lecture']",0.46663943,0.46591678,0.022222469,0.022998763,0.02222259
3,https://www.instagram.com/p/CbeksJWrCPZ/,0,46,"Singapore Children’s Society held the 1000 Enterprises for Children-in-Need (1000E) &amp; 1000 Philanthropists (1000P) Appreciation Event 2022 yesterday at PARKROYAL on Beach Road ✨ This event allows us to recognise the generous enterprises &amp; philanthropists who supported the programmes in 2021.
 
It was our honour to have Senior Minister and Coordinating Minister for National Security, Mr Teo Chee Hean, who is the Patron for the 1000E and 1000P programmes as our Guest-of-Honour. SM Teo presented certificates to 40 donors who attended the event onsite.
 
We are truly grateful for the support we’ve received in helping us further our mission of bringing relief and happiness to children in need 😊
 
To join the programmes &amp; find out more, visit: 
https://www.1000e.org.sg/ (#linkinbio @sgchildrensoc)
https://www.1000p.org.sg/ (#linkinbio @sgchildrensoc)
 
#fundraising #charity #givingback #donatetoday","['Audience', 'Crowd', 'Person', 'Human', 'Room', 'Indoors', 'Shoe', 'Clothing', 'Footwear', 'Apparel', 'Speech', 'Lighting', 'Lecture', 'Classroom', 'School', 'Chair', 'Furniture', 'Seminar']",audience crowd person human room indoors shoe clothing footwear apparel speech lighting lecture classroom school chair furniture seminar,0.08679245283018867,0.0,0.03471698113207547,1,"['audience', 'crowd', 'person', 'human', 'room', 'indoors', 'shoe', 'clothing', 'footwear', 'apparel', 'speech', 'lighting', 'lecture', 'classroom', 'school', 'chair', 'furniture', 'seminar']",0.6799936,0.2795218,0.013333445,0.013813464,0.013337691
4,https://www.instagram.com/p/CbeksJWrCPZ/,0,46,"Singapore Children’s Society held the 1000 Enterprises for Children-in-Need (1000E) &amp; 1000 Philanthropists (1000P) Appreciation Event 2022 yesterday at PARKROYAL on Beach Road ✨ This event allows us to recognise the generous enterprises &amp; philanthropists who supported the programmes in 2021.
 
It was our honour to have Senior Minister and Coordinating Minister for National Security, Mr Teo Chee Hean, who is the Patron for the 1000E and 1000P programmes as our Guest-of-Honour. SM Teo presented certificates to 40 donors who attended the event onsite.
 
We are truly grateful for the support we’ve received in helping us further our mission of bringing relief and happiness to children in need 😊
 
To join the programmes &amp; find out more, visit: 
https://www.1000e.org.sg/ (#linkinbio @sgchildrensoc)
https://www.1000p.org.sg/ (#linkinbio @sgchildrensoc)
 
#fundraising #charity #givingback #donatetoday","['Audience', 'Person', 'Crowd', 'Human', 'Suit', 'Clothing', 'Coat', 'Overcoat', 'Apparel', 'Speech', 'Lecture']",audience person crowd human suit clothing coat overcoat apparel speech lecture,0.08679245283018867,0.0,0.03471698113207547,1,"['audience', 'person', 'crowd', 'human', 'suit', 'clothing', 'coat', 'overcoat', 'apparel', 'speech', 'lecture']",0.46663943,0.46591154,0.022222465,0.02300393,0.022222588
5,https://www.instagram.com/p/CbeksJWrCPZ/,0,46,"Singapore Children’s Society held the 1000 Enterprises for Children-in-Need (1000E) &amp; 1000 Philanthropists (1000P) Appreciation Event 2022 yesterday at PARKROYAL on Beach Road ✨ This event allows us to recognise the generous enterprises &amp; philanthropists who supported the programmes in 2021.
 
It was our honour to have Senior Minister and Coordinating Minister for National Security, Mr Teo Chee Hean, who is the Patron for the 1000E and 1000P programmes as our Guest-of-Honour. SM Teo presented certificates to 40 donors who attended the event onsite.
 
We are truly grateful for the support we’ve received in helping us further our mission of bringing relief and happiness to children in need 😊
 
To join the programmes &amp; find out more, visit: 
https://www.1000e.org.sg/ (#linkinbio @sgchildrensoc)
https://www.1000p.org.sg/ (#linkinbio @sgchildrensoc)
 
#fundraising #charity #givingback #donatetoday","['Shoe', 'Footwear', 'Clothing', 'Apparel', 'Person', 'Human', 'Suit', 'Coat', 'Overcoat', 'Blazer', 'Jacket', 'People', 'Crowd']",shoe footwear clothing apparel person human suit coat overcoat blazer jacket people crowd,0.08679245283018867,0.0,0.03471698113207547,1,"['shoe', 'footwear', 'clothing', 'apparel', 'person', 'human', 'suit', 'coat', 'overcoat', 'blazer', 'jacket', 'people', 'crowd']",0.1499738,0.34035322,0.02500027,0.4596723,0.02500042
6,https://www.instagram.com/p/CbeksJWrCPZ/,0,46,"Singapore Children’s Society held the 1000 Enterprises for Children-in-Need (1000E) &amp; 1000 Philanthropists (1000P) Appreciation Event 2022 yesterday at PARKROYAL on Beach Road ✨ This event allows us to recognise the generous enterprises &amp; philanthropists who supported the programmes in 2021.
 
It was our honour to have Senior Minister and Coordinating Minister for National Security, Mr Teo Chee Hean, who is the Patron for the 1000E and 1000P programmes as our Guest-of-Honour. SM Teo presented certificates to 40 donors who attended the event onsite.
 
We are truly grateful for the support we’ve received in helping us further our mission of bringing relief and happiness to children in need 😊
 
To join the programmes &amp; find out more, visit: 
https://www.1000e.org.sg/ (#linkinbio @sgchildrensoc)
https://www.1000p.org.sg/ (#linkinbio @sgchildrensoc)
 
#fundraising #charity #givingback #donatetoday","['Person', 'Human', 'Canoe', 'Rowboat', 'Vehicle', 'Transportation', 'Boat', 'Clothing', 'Apparel', 'Lifejacket', 'Vest', 'Watercraft', 'Vessel', 'Water']",person human canoe rowboat vehicle transportation boat clothing apparel lifejacket vest watercraft vessel water,0.08679245283018867,0.0,0.03471698113207547,1,"['person', 'human', 'canoe', 'rowboat', 'vehicle', 'transportation', 'boat', 'clothing', 'apparel', 'lifejacket', 'vest', 'watercraft', 'vessel', 'water']",0.040000618,0.040271267,0.04000043,0.83972704,0.040000666
7,https://www.instagram.com/p/CbZBDq6rRnv/,0,38,"Today is World Water Day. To raise awareness about water conservation, our youth beneficiaries from JYC @ Children’s Society teamed up with senior rowers from SG Dragons to clean up Lower Seletar Reservoir on 16 March. As Dan Wen, one of our beneficiaries who took part in the cleanup, put it : “I had a lot of fun during the kayaking and cleanup…I feel happy to not only enjoy myself during the event but also helping the environment’. Thanks to the organisers Camelot Singapore and PUB for giving our beneficiaries the chance to be a part of this meaningful event. Read the article through the link in our bio @sgchildrensoc 

#makeeverydropcount #goblue4SG  @pubsingapore @jyc_at_scs","['Person', 'Human', 'Toy', 'Monitor', 'Electronics', 'Screen', 'Display']",person human toy monitor electronics screen display,0.07169811320754717,0.0,0.028679245283018868,0,"['person', 'human', 'toy', 'monitor', 'electronics', 'screen', 'display']",0.6944966,0.20540737,0.0333338,0.033333953,0.033428337
8,https://www.instagram.com/p/CbW1HoSrDt0/,0,41,"“Hello, I’m Tinkle Friend! What would you like to talk about today?”

Do you enjoy chatting with children? Are you able to listen and empathise with others? We are currently recruiting volunteers to man our Tinkle Friend helpline and online chat for primary school children in Singapore! Tinkle Friend volunteers offer a listening ear to children who call in or chat with us online about their issues and concerns.

If you are 21 years old and above and keen to be a Tinkle Friend volunteer, you can find out more and register through the link in our bio @sgchildrensoc

Please contact the Tinkle Friend team at 6276 5077 from Monday to Friday, 8.30am to 5.30pm and/or email us at tinklefriend@childrensociety.org.sg if you have any queries about the volunteering opportunity.

We hope to welcome you into our Tinkle Friend family 😊

#tinklefriend #sgvolunteer","['Person', 'Human', 'Jeans', 'Denim', 'Pants', 'Clothing', 'Apparel', 'Shoe', 'Footwear', 'Poster', 'Advertisement', 'Paper', 'Flyer', 'Brochure']",person human jeans denim pants clothing apparel shoe footwear poster advertisement paper flyer brochure,0.07735849056603773,0.0,0.030943396226415093,1,"['person', 'human', 'jeans', 'denim', 'pants', 'clothing', 'apparel', 'shoe', 'footwear', 'poster', 'advertisement', 'paper', 'flyer', 'brochure']",0.01666696,0.27054393,0.4333721,0.26275,0.016666975
9,https://www.instagram.com/p/CbHbKk2rDGb/,1,73,"It is World Social Work Day today! We invited Ms Tan Bee Joo, Senior Director and Group Lead of Family Services to share more about her 24-year journey with Singapore Children’s Society.
 
In her starting years, she was involved with casework and counselling for low-income families and had also worked with youth in Project CABIN – drop-in centres in secondary schools for students to have a conducive environment to hangout after school hours. She led projects such as the Bully Free programme and Tinkle Friend as she took on a managerial role, and today, she continues to serve vulnerable families and their children in the Yishun community.
 
Swipe to see some of the many memorable moments Bee Joo hold close to her heart 💖. She also shared her hopes for Children’s Society as it marks its 70th anniversary this year.
 
From the bottom of our hearts, thank you all social workers for your contribution! #socialworker #worldsocialworkday #sgchildrensoc70","['Clothing', 'Apparel', 'Person', 'Human', 'Female', 'Face', 'Dress', 'Woman', 'People']",clothing apparel person human female face dress woman people,0.13773584905660377,0.03333333333333333,0.07509433962264152,1,"['clothing', 'apparel', 'person', 'human', 'female', 'face', 'dress', 'woman', 'people']",0.025000222,0.025151424,0.025000159,0.89984757,0.02500063
